price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 158.000,,123m²,0,3,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 465.000,597m²,162m²,0,3,,3,,6,",  La Damasia, San Fernando"
USD 450.000,400m²,187m²,,2,1,3,,60,",  La Lucila, Vicente López"
USD 295.000,180m²,100m²,3,2,,2,,50,",  Villa Devoto, Capital Federal"
USD 140.000,210m²,178m²,4,,,3,1,35,",  Caseros, Tres de Febrero"
USD 550.000,,375m²,0,4,,7,,25,",  Los Lagartos Country Club, Pilar"
USD 680.000,783m²,385m²,0,4,,3,1,12,",  Laguna del Sol, General Pacheco"
USD 1.500.000,1115m²,667m²,7,4,,6,1,20,",  San Fernando, GBA Norte"
USD 169.000,366m²,144m²,0,2,,4,,A estrenar,",  Funes, Santa Fe"
USD 330.000,205m²,156m²,5,2,1,3,1,20,",  Martínez, San Isidro"
USD 230.000,824m²,240m²,5,4,,4,,30,",  Los Polvorines, Malvinas Argentinas"
USD 285.000,554m²,293m²,7,4,,6,,,",  Colina de Peralta Ramos, Mar del Plata"
USD 395.000,225m²,164m²,3,2,1,2,,9,",  Martínez, San Isidro"
USD 275.000,266m²,140m²,5,,1,4,,49,",  Boulogne Sur Mer, San Isidro"
Consultar precio,378m²,1m²,4,3,,3,1,8,",  Moreno, Moreno"
USD 170.000,330m²,100m²,3,2,,2,,1,",  Villanueva, Tigre"
USD 65.000,300m²,96m²,3,,,2,,5,",  Manuel Alberti, Pilar"
USD 750.000,540m²,350m²,6,4,,4,1,30,",  Punta Chica, San Fernando"
USD 720.000,,400m²,,5,,,,,",  Martindale, Pilar"
USD 248.000,800m²,175m²,4,3,,3,,A estrenar,",  San Matías, Escobar"
USD 560.000,400m²,360m²,4,2,,3,1,30,",  Martínez, San Isidro"
USD 495.000,260m²,214m²,,4,,4,,,",  Las Tipas, Nordelta"
USD 450.000,277m²,186m²,5,2,1,3,,35,",  Olivos, Vicente López"
Consultar precio,400m²,400m²,,4,,3,,12,",  Martindale, Pilar"
USD 190.000,150m²,130m²,6,2,,4,1,10,",  Villa Sarmiento, Morón"
USD 495.000,1010m²,240m²,6,4,1,4,1,5,",  Santa Clara, Villanueva"
USD 380.000,420m²,225m²,4,3,1,3,1,A estrenar,",  Banfield, Lomas de Zamora"
USD 1.050.000,1071m²,600m²,,8,,6,,,",  La Lucila, Vicente López"
USD 385.000,800m²,315m²,6,4,,0,1,12,",  La Delfina, Pilar"
Consultar precio,243m²,73m²,2,,,0,,30,",  Aldo Bonzi, La Matanza"
USD 520.000,460m²,325m²,6,3,1,5,,15,",  Olivos, Vicente López"
USD 290.000,873m²,329m²,4,3,1,3,1,5,",  City Bell, La Plata"
USD 520.000,275m²,275m²,,3,,3,,3,",  Campo Grande, Pilar"
USD 830.000,1175m²,476m²,7,4,,0,1,10,",  Ayres del Pilar, Pilar"
USD 590.000,1121m²,270m²,6,3,1,4,1,3,",  Santa Catalina, Villanueva"
USD 450.000,1m²,1m²,5,2,1,3,,15,",  Country Club Banco Provincia, Moreno"
USD 135.000,122m²,122m²,5,2,,3,,A estrenar,",  San Ramiro, Pilar del Este"
USD 215.000,600m²,150m²,,2,,3,,,",  Maschwitz, Escobar"
USD 500.000,538m²,183m²,4,2,,3,1,A estrenar,",  Altos del Sol, Ituzaingó"
USD 99.000,258m²,150m²,4,2,,3,,30,",  Los Hornos, La Plata"
USD 259.000,310m²,240m²,4,2,1,3,,A estrenar,",  San Fernando, GBA Norte"
Consultar precio,269m²,160m²,4,3,1,3,,40,",  Arroyito, Rosario"
USD 590.000,255m²,238m²,5,4,,4,,35,",  Villa Pueyrredón, Capital Federal"
USD 115.000,1795m²,130m²,4,2,1,3,,30,",  El Remanso, Exaltación de la Cruz"
USD 255.000,234m²,180m²,,3,,3,,10,",  Acacias Blancas, Escobar"
USD 695.000,800m²,250m²,,3,1,3,,60,",  Acassuso, San Isidro"
USD 110.000,301m²,46m²,3,2,,3,,20,",  El Palomar, Morón"
USD 83.000,132m²,110m²,0,,1,2,,30,",  Iponá, Córdoba"
USD 480.000,305m²,169m²,5,2,,4,,60,",  Florida, Vicente López"
USD 1.150.000,,444m²,5,5,,4,,1,",  El Golf, Nordelta"
USD 239.000,66m²,88m²,4,,1,2,1,15,",  Olivos, Vicente López"
USD 485.000,661m²,311m²,,3,,4,,,",  Los Faroles, San Isidro"
USD 122.000,120m²,100m²,4,2,1,3,,26,",  El Tejar, Pilar"
USD 495.000,309m²,301m²,,3,,4,,,",  Boulogne Sur Mer, San Isidro"
USD 110.000,79m²,51m²,4,,1,2,1,A estrenar,",  El Palomar, Morón"
USD 210.000,400m²,120m²,0,,1,2,1,A estrenar,",  Terrazas de La Estanzuela, La Calera"
USD 495.000,474m²,474m²,6,5,1,5,,50,",  San Fernando, GBA Norte"
USD 206.000,156m²,120m²,,2,1,3,,,",  La Cañada de Pilar, Pilar"
USD 206.000,156m²,133m²,,2,1,3,,,",  La Cañada de Pilar, Pilar"
USD 198.000,150m²,125m²,,2,1,3,,,",  La Cañada de Pilar, Pilar"
USD 170.000,146m²,146m²,,2,1,3,,,",  Pilar del Este, Pilar"
USD 480.000,810m²,280m²,7,3,1,5,1,11,",  La Lomada, Pilar"
USD 280.000,450m²,125m²,4,2,,3,,8,",  Villa Udaondo, Ituzaingó"
USD 450.000,263m²,239m²,,2,,3,,,",  Muelles, Puertos"
USD 375.000,300m²,200m²,5,3,,4,,15,",  Castelar, Morón"
Consultar precio,18448m²,485m²,,5,,5,,,",  Lago Moreno Oeste, San Carlos de Bariloche"
USD 220.000,,170m²,0,2,,3,,A estrenar,",  Los Jazmines, Pilar del Este"
USD 495.000,943m²,352m²,0,3,,0,1,8,",  Los Laureles, Pilar"
USD 179.000,128m²,118m²,,3,,3,,,",  La Cañada de Pilar, Pilar"
USD 235.000,160m²,129m²,,3,,3,,,",  La Cañada de Pilar, Pilar"
Consultar precio,125m²,182m²,4,2,,3,,60,",  General Pueyrredón, Córdoba"
USD 480.000,760m²,408m²,0,5,,4,1,20,",  Parque Luro, Mar del Plata"
USD 166.000,145m²,125m²,,3,,3,,,",  La Cañada de Pilar, Pilar"
USD 120.000,90m²,80m²,3,,1,2,1,3,",  Berazategui, Berazategui"
USD 195.000,918m²,270m²,4,2,1,3,,6,",  Altos de Matheu, Escobar"
USD 150.000,131m²,111m²,,3,,3,,,",  La Cañada de Pilar, Pilar"
USD 215.000,,105m²,4,,1,3,1,38,",  Carapachay, Vicente López"
USD 315.000,625m²,174m²,5,3,,4,1,A estrenar,",  Vistas, Puertos"
USD 225.000,786m²,174m²,4,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 225.000,266m²,180m²,4,3,,3,,40,",  Ituzaingó, Ituzaingó"
USD 230.000,400m²,217m²,4,4,1,3,,30,",  Bella Vista, San Miguel"
USD 410.000,289m²,270m²,8,3,1,4,,16,",  Villa Bertha, Benavidez"
USD 750.000,418m²,,4,3,,3,,,",  Rumenco, Mar del Plata"
USD 250.000,363m²,125m²,4,,,3,,A estrenar,",  Córdoba, Córdoba"
USD 245.000,150m²,138m²,4,2,,3,1,A estrenar,",  Villa Adelina, San Isidro"
USD 260.000,780m²,150m²,4,2,1,3,1,A estrenar,",  San Matías, Escobar"
USD 250.000,459m²,190m²,4,2,,3,,20,",  Quilmes, Quilmes"
USD 189.000,210m²,182m²,,3,1,3,,12,",  Los Potrillos, Pilar"
USD 160.000,244m²,244m²,5,3,,3,,28,",  Las Praderas, Luján"
USD 285.000,807m²,197m²,5,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 150.000,300m²,,4,,1,3,,20,",  Maschwitz Country Club, Escobar"
USD 445.000,755m²,186m²,7,2,1,3,1,A estrenar,",  San Isidro Labrador, Villanueva"
USD 460.000,1196m²,328m²,5,4,,4,1,4,",  La Celina, Escobar"
USD 240.000,600m²,139m²,5,3,1,3,1,8,",  Fincas de Maschwitz, Escobar"
Consultar precio,286m²,286m²,0,2,1,3,,15,",  La Tablada, Rosario"
USD 114.000,176m²,,3,,,2,,55,",  Victoria, San Fernando"
USD 155.000,390m²,160m²,4,2,1,3,,,",  Centro, Pinamar"
USD 650.000,600m²,300m²,4,3,,4,1,8,",  Altos del Sol, Ituzaingó"
USD 550.000,792m²,300m²,5,4,,3,1,A estrenar,",  La Reserva Cardales, Campana"
USD 450.000,205m²,283m²,5,3,1,4,,,",  Martínez, San Isidro"
USD 500.000,367m²,266m²,0,3,,4,1,40,",  Acassuso, San Isidro"
USD 245.000,,170m²,0,2,,3,,A estrenar,",  Los Jazmines, Pilar del Este"
USD 560.000,380m²,302m²,,2,1,3,,,",  Ezeiza, Ezeiza"
USD 650.000,619m²,442m²,0,3,1,4,,A estrenar,",  Martínez, San Isidro"
USD 210.000,140m²,121m²,2,2,1,2,,A estrenar,",  Villa Belgrano, Córdoba"
USD 395.000,240m²,240m²,6,3,,4,,35,",  Olivos, Vicente López"
USD 170.000,82m²,67m²,3,,1,2,1,A estrenar,",  Munro, Vicente López"
USD 170.000,82m²,67m²,3,,1,2,1,A estrenar,",  Munro, Vicente López"
USD 170.000,82m²,67m²,3,,1,2,1,A estrenar,",  Munro, Vicente López"
USD 180.000,82m²,67m²,3,,,2,1,A estrenar,",  Munro, Vicente López"
USD 173.000,90m²,75m²,3,,1,2,1,A estrenar,",  Munro, Vicente López"
USD 1.000.000,1390m²,319m²,5,3,,4,1,6,",  Tortugas Country Club, Manuel Alberti"
USD 350.000,21684m²,332m²,4,3,,3,1,3,",  Los Reartes, Córdoba"
USD 370.000,230m²,230m²,,3,,3,,,",  El Refugio, Haras Santa María"
USD 245.000,,160m²,5,2,,3,,60,",  Villa Devoto, Capital Federal"
USD 515.000,265m²,220m²,,3,,4,,4,",  Los Alisos, Nordelta"
USD 222.000,1800m²,138m²,5,2,,3,1,10,",  Chacras del Cazador, Escobar"
USD 1.250.000,811m²,340m²,4,4,1,3,,,",  San Isidro Chico, San Isidro"
USD 1.600.000,2400m²,800m²,6,4,,5,,,",  Los Troncos, Mar del Plata"
USD 110.000,130m²,110m²,0,,,2,,A estrenar,",  Cofico, Córdoba"
Consultar precio,,920m²,,3,,4,,,",  Junin de los Andes, Neuquen "
USD 230.000,750m²,330m²,5,4,1,4,1,12,",  Maschwitz Privado, Escobar"
USD 490.000,300m²,270m²,4,2,,3,1,10,",  Fincas de Hudson, Berazategui"
USD 215.000,118m²,72m²,2,,1,2,1,6,",  Palmas del Sol, Pilar"
USD 397.000,600m²,240m²,5,3,1,3,1,7,",  Barrancas de Santa María, General Pacheco"
USD 478.000,550m²,300m²,6,3,1,0,1,A estrenar,",  Los Lagos, Nordelta"
USD 270.000,260m²,200m²,,3,1,3,,,",  San Matías, Escobar"
USD 1.150.000,914m²,503m²,8,4,,4,,46,",  Adrogué, Almirante Brown"
USD 435.000,451m²,175m²,5,2,,3,,40,",  Olivos, Vicente López"
USD 315.000,139m²,117m²,3,,,2,1,A estrenar,",  Victoria, San Fernando"
Consultar precio,200m²,200m²,0,3,,4,,20,",  Rosario, Santa Fe"
USD 95.000,450m²,94m²,3,2,,0,,30,",  Larena, Pilar"
USD 430.000,1393m²,291m²,3,4,1,3,,8,",  Cinco Lomas, La Calera"
USD 440.000,587m²,220m²,5,2,,3,1,10,",  Altos del Sol, Ituzaingó"
USD 285.000,,180m²,0,4,,4,,A estrenar,",  Araucarias, Pilar"
USD 290.000,,242m²,0,5,,4,,A estrenar,",  Los Jazmines, Pilar del Este"
USD 175.000,278m²,139m²,4,,,3,,60,",  Adrogué, Almirante Brown"
USD 520.000,487m²,404m²,,5,,4,,23,",  Los Lagartos Country Club, Pilar"
USD 1.250.000,503m²,287m²,5,5,,4,1,,",  Saint Thomas, Esteban Echeverría"
USD 350.000,300m²,254m²,5,2,,4,,50,",  Martínez, San Isidro"
USD 545.000,270m²,245m²,4,4,1,3,,A estrenar,",  Los Lagos, Nordelta"
USD 279.000,500m²,185m²,5,2,,3,1,A estrenar,",  Santo Tomás, Pilar"
USD 135.000,174m²,136m²,,2,,,,5,",  Oliveros, Santa Fe"
USD 1.580.000,1000m²,480m²,0,3,,4,1,11,",  Santa Bárbara, Tigre"
USD 1,810m²,390m²,6,5,,4,1,5,",  Haedo, Morón"
USD 155.000,344m²,264m²,4,2,,3,1,20,",  San Salvador, Córdoba"
USD 1,320m²,320m²,6,5,,4,1,15,",  Las Praderas, Luján"
USD 150.000,613m²,,2,2,1,2,,7,",  Villa Amelia, Santa Fe"
USD 158.000,159m²,78m²,3,,,2,,1,",  Boulogne Sur Mer, San Isidro"
USD 365.000,,1m²,5,,,4,1,45,",  Carapachay, Vicente López"
USD 500.000,290m²,290m²,5,4,,4,1,18,",  Pinamar, Buenos Aires Costa Atlántica"
Consultar precio,,605m²,8,7,,7,,A estrenar,",  Rosario, Santa Fe"
USD 850.000,1160m²,570m²,,6,,3,,,",  Martínez, San Isidro"
USD 122.000,180m²,81m²,3,,1,2,,15,",  Nuevo Poeta Lugones, Córdoba"
USD 420.000,2040m²,250m²,5,2,1,3,,10,",  Fincas de Maschwitz, Escobar"
USD 185.000,200m²,162m²,4,,,3,1,A estrenar,",  Quintas de Arguello, Córdoba"
USD 380.000,770m²,325m²,4,3,,3,1,5,",  Solares de San Alfonso, Villa Allende"
USD 380.000,210m²,157m²,6,2,,4,,30,",  Punta Chica, San Fernando"
USD 11.111,360m²,190m²,4,2,,3,1,A estrenar,",  La Carolina, Córdoba"
USD 189.000,204m²,130m²,,2,1,2,,45,",  Boulogne Sur Mer, San Isidro"
USD 320.000,1500m²,332m²,3,3,1,3,,10,",  La Calera, Córdoba"
USD 240.000,1000m²,176m²,4,3,,2,1,A estrenar,",  San Matías, Escobar"
USD 399.000,790m²,294m²,6,3,,4,1,A estrenar,",  Ceibos, Puertos"
USD 410.000,255m²,255m²,5,3,,3,1,3,",  San Gabriel, Villanueva"
USD 479.000,850m²,276m²,5,3,,3,1,A estrenar,",  San Francisco, Villanueva"
USD 310.000,191m²,191m²,7,2,,4,,30,",  Flores, Capital Federal"
USD 295.000,1250m²,220m²,8,3,1,4,,5,",  Benavidez, Tigre"
USD 485.000,505m²,204m²,5,3,,4,1,En construcción,",  Castaños, Nordelta"
USD 520.000,460m²,325m²,6,3,,5,,15,",  Olivos, Vicente López"
USD 850.000,455m²,480m²,,6,,5,,30,",  Martínez, San Isidro"
USD 240.000,1m²,1m²,4,2,,2,,10,",  Country Club Banco Provincia, Moreno"
USD 1.600.000,1145m²,430m²,6,4,,4,,A estrenar,",  Albanueva, Rincón de Milberg"
USD 175.000,135m²,115m²,4,2,,3,,50,",  Liniers, Capital Federal"
USD 920.000,280m²,280m²,,2,,4,,,",  Los Lagos, Nordelta"
USD 95.000,,1m²,3,,1,,,25,
Consultar precio,158m²,150m²,0,2,1,2,,45,",  Roque Sáenz Peña, Rosario"
USD 490.000,807m²,307m²,6,4,,5,,5,",  Los Jazmines, Pilar del Este"
Consultar precio,1640m²,880m²,0,9,,5,1,6,",  Los Troncos, Mar del Plata"
Consultar precio,1m²,1m²,6,5,,4,,10,",  Country Club Banco Provincia, Moreno"
USD 899.000,900m²,340m²,9,5,,5,1,4,",  San Isidro Labrador, Villanueva"
USD 215.000,80m²,65m²,3,,,2,,40,",  Martínez, San Isidro"
Consultar precio,600m²,192m²,9,2,,3,,50,",  La Plata, La Plata"
Consultar precio,122m²,90m²,,2,1,2,1,,",  Tolosa, La Plata"
USD 670.000,387m²,387m²,0,4,,3,,19,",  Tigre, GBA Norte"
USD 1.100.000,739m²,410m²,14,7,,10,,90,",  Palermo, Capital Federal"
USD 340.000,162m²,200m²,0,2,,3,1,15,",  Lomas de San Isidro, San Isidro"
USD 450.000,600m²,180m²,,4,,3,,,",  Ayres Plaza, Pilar"
USD 248.000,716m²,230m²,4,2,,3,1,18,",  El Establo, Pilar"
Consultar precio,354m²,298m²,6,3,,3,1,13,",  Abril, Berazategui"
USD 180.000,120m²,90m²,3,,1,2,1,A estrenar,",  Tigre, Tigre"
USD 480.000,373m²,300m²,6,3,,5,,35,",  San Justo, La Matanza"
USD 215.000,,175m²,,4,1,3,,,",  Norte Playa, Pinamar"
USD 1.580.000,830m²,352m²,9,5,,4,1,A estrenar,",  Tortugas Country Club, Manuel Alberti"
USD 420.000,234m²,273m²,0,4,,0,1,20,",  Victoria, San Fernando"
USD 168.000,73m²,73m²,,,,2,,,",  Florida, Vicente López"
USD 349.000,1200m²,260m²,5,4,1,4,1,1,",  Estancias del Pilar, Pilar"
USD 310.000,1250m²,200m²,4,3,,3,1,A estrenar,",  El Atardecer, Haras Santa María"
USD 1.100.000,400m²,360m²,,5,,3,,14,",  La Isla, Nordelta"
USD 160.000,250m²,160m²,0,2,1,4,,20,",  Centenario, Córdoba"
USD 250.000,201m²,161m²,,2,,3,,10,",  Las Condes, Pilar"
USD 1.550.000,464m²,464m²,,5,,4,,,",  Pilar, Pilar"
USD 420.000,505m²,204m²,,2,,3,,1,",  Castaños, Nordelta"
USD 490.000,740m²,280m²,6,3,,5,1,A estrenar,",  San Isidro Labrador, Villanueva"
USD 580.000,804m²,285m²,5,3,,4,,14,",  Talar del Lago I, El Talar de Pacheco"
USD 350.000,608m²,175m²,4,3,1,3,1,A estrenar,",  Ceibos, Puertos"
USD 260.000,254m²,254m²,,4,,3,,5,",  Ibarlucea, Santa Fe"
USD 1,270m²,140m²,8,,,3,,40,",  Fisherton, Rosario"
USD 395.000,700m²,214m²,6,3,,3,1,A estrenar,",  Santa Clara, Villanueva"
Consultar precio,375m²,268m²,6,3,1,5,,40,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 170.000,95m²,84m²,3,,1,2,1,A estrenar,",  Morón, Morón"
USD 285.000,742m²,176m²,5,4,,4,,3,",  San Gabriel, Villanueva"
USD 210.000,300m²,130m²,4,2,1,2,,A estrenar,",  Temperley, Lomas de Zamora"
USD 260.000,150m²,95m²,,2,1,3,,12,",  Beccar, San Isidro"
USD 360.000,265m²,181m²,5,4,1,4,1,40,",  Villa del Parque, Capital Federal"
USD 399.000,500m²,185m²,5,3,,3,1,A estrenar,",  Castaños, Nordelta"
USD 159.000,,167m²,0,3,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 1.290.000,,400m²,,4,,4,1,,",  Lagos del Golf, Nordelta"
USD 460.000,255m²,255m²,5,3,,3,1,A estrenar,",  San Gabriel, Villanueva"
USD 485.000,190m²,190m²,5,3,,4,1,A estrenar,",  Nordelta, Tigre"
USD 460.000,600m²,240m²,4,3,,3,1,2,",  Los Alisos, Nordelta"
USD 370.000,1250m²,330m²,7,4,,4,1,15,",  Maschwitz, Escobar"
USD 300.000,,125m²,4,,1,3,1,30,",  Saavedra, Capital Federal"
USD 950.000,888m²,295m²,0,3,1,4,1,A estrenar,",  Lagos del Golf, Nordelta"
USD 770.000,950m²,340m²,,3,,4,,,",  Los Castores, Nordelta"
USD 268.000,,92m²,4,2,1,2,,35,",  Olivos, Vicente López"
USD 338.000,,182m²,4,2,1,3,,50,",  Florida, Vicente López"
USD 90.000,200m²,85m²,4,,,3,,40,",  Alberdi, Córdoba"
USD 320.000,292m²,1m²,3,2,1,2,,64,",  Olivos, Vicente López"
USD 980.000,500m²,500m²,,6,,4,,,",  Highland Park, Pilar"
USD 79.000,390m²,85m²,0,,,2,,A estrenar,",  Santa María, Córdoba"
USD 630.000,450m²,450m²,8,7,,5,1,25,",  Beccar, San Isidro"
USD 410.000,,253m²,0,2,,3,,A estrenar,",  Mapuche, Pilar"
USD 355.000,867m²,190m²,,4,,3,,,",  San Rafael, Villanueva"
USD 530.000,,250m²,,3,,3,,,",  Boat Center, Dique Luján"
USD 155.000,144m²,114m²,,2,1,2,,,",  Pilar Green Park, Pilar"
USD 480.000,1620m²,320m²,3,2,1,3,,18,",  Lomas de la Carolina, Córdoba"
USD 445.000,502m²,164m²,4,2,,3,1,En construcción,",  Castaños, Nordelta"
USD 230.000,600m²,160m²,5,3,1,3,1,8,",  Acacias Blancas, Escobar"
USD 145.000,330m²,160m²,4,2,,3,,25,",  Quilmes, Quilmes"
Consultar precio,1200m²,500m²,6,3,1,4,1,15,",  Abril, Berazategui"
USD 315.000,800m²,246m²,,3,,3,,,",  Altos de Campo Grande, Pilar"
USD 289.000,800m²,202m²,0,3,,4,,A estrenar,",  Altos de Campo Grande, Pilar"
$ 4.500.000,180m²,100m²,3,,1,2,,50,",  Godoy Cruz, Mendoza "
USD 349.000,325m²,300m²,,5,,5,,,",  Los Jazmines, Pilar del Este"
USD 349.000,325m²,300m²,,5,,5,,,",  Pilar del Este, Pilar"
USD 159.000,498m²,140m²,4,3,,3,1,A estrenar,",  San Eduardo, Pilar del Este"
USD 350.000,1m²,1m²,5,2,1,3,1,15,",  Country Club Banco Provincia, Moreno"
USD 649.000,389m²,321m²,6,2,,3,1,5,",  La Estancia de Cafayate Wine & Golf, Cafayate"
USD 530.000,1438m²,414m²,5,3,1,4,1,17,",  Mayling, Pilar"
USD 380.000,6000m²,460m²,5,3,1,3,1,3,",  Alto Los Cardales, Campana"
USD 85.000,65m²,65m²,3,2,1,2,,A estrenar,",  Castelar, Morón"
USD 720.000,289m²,289m²,0,5,,4,,A estrenar,",  Pilara, Pilar"
USD 220.000,480m²,160m²,4,2,1,3,1,25,",  Aranjuez, Escobar"
USD 360.000,375m²,200m²,4,2,,3,,,",  Castelar, Morón"
USD 380.000,1000m²,274m²,6,3,1,4,1,10,",  San Andrés Country Club, Dique Luján"
USD 90.000,300m²,85m²,3,,1,2,,45,",  Tortuguitas, Malvinas Argentinas"
USD 399.000,1037m²,239m²,,3,,3,,,",  San Isidro Labrador, Villanueva"
USD 250.000,381m²,151m²,4,2,1,3,1,8,",  Ituzaingó, GBA Oeste"
USD 240.000,153m²,152m²,3,3,1,3,,A estrenar,",  Villa Belgrano, Córdoba"
USD 185.000,221m²,195m²,5,2,,3,1,10,",  Ituzaingó, GBA Oeste"
USD 290.000,210m²,180m²,6,2,1,3,1,A estrenar,",  Islas, El Cantón"
USD 150.000,520m²,168m²,4,2,1,3,,30,",  Miraflores, Escobar"
USD 248.000,192m²,192m²,5,3,,2,,30,",  Turdera, Lomas de Zamora"
USD 329.000,407m²,407m²,6,,,5,,80,",  Boca, Capital Federal"
Consultar precio,800m²,380m²,10,3,,3,1,A estrenar,",  La Rufina, La Calera"
USD 240.000,1998m²,202m²,5,4,1,0,,6,",  San Joaquín, Exaltación de la Cruz"
Consultar precio,580m²,310m²,5,3,,4,,11,",  Cipolletti, Rio Negro"
USD 270.000,350m²,300m²,8,6,1,4,,A estrenar,",  Alberdi, Rosario"
USD 580.000,2850m²,450m²,10,3,,4,,16,",  Villa Allende Golf, Villa Allende"
USD 219.000,,160m²,0,2,1,3,,A estrenar,",  Los Jazmines, Pilar del Este"
USD 365.000,840m²,360m²,8,4,1,5,1,18,",  Campo Grande, Pilar"
USD 370.000,240m²,190m²,0,,,3,1,40,",  Victoria, San Fernando"
USD 340.000,612m²,195m²,,3,,3,,,",  La Comarca, Tigre"
USD 135.000,1m²,1m²,4,,1,3,,20,",  Caseros, Tres de Febrero"
USD 270.000,3750m²,400m²,5,4,,4,,,",  Parque Peró, Pilar"
USD 240.000,170m²,170m²,7,3,1,4,1,30,",  La Plata, La Plata"
USD 315.000,,260m²,0,4,1,2,,A estrenar,",  Haras del Pilar, Pilar"
USD 450.000,263m²,230m²,,2,,3,,,",  Muelles, Puertos"
USD 100.000,80m²,65m²,3,,,,,,",  Villa Lugano, Capital Federal"
USD 1.800.000,,,,,,0,,,",  El Hoyo, Chubut "
USD 215.000,143m²,137m²,3,,1,2,,40,",  Victoria, San Fernando"
USD 150.000,130m²,130m²,,,,3,,,",  Pilar del Este, Pilar"
USD 195.000,1800m²,195m²,5,3,,0,,6,",  Tortuguitas, Malvinas Argentinas"
USD 230.000,154m²,134m²,,3,,3,1,50,",  La Plata, La Plata"
USD 300.000,350m²,220m²,5,3,,4,,20,",  Castelar, Morón"
USD 870.000,480m²,480m²,,5,1,4,,10,",  Martindale, Pilar"
Consultar precio,707m²,327m²,,5,,5,,20,",  Rosario, Santa Fe"
USD 290.000,1m²,1m²,8,4,1,6,,25,",  Cariló, Buenos Aires Costa Atlántica"
USD 1.050.000,495m²,385m²,5,5,,4,,A estrenar,",  Lagos del Golf, Nordelta"
USD 670.000,284m²,284m²,,4,,4,,,",  Ayres del Pilar, Pilar"
USD 200.000,985m²,270m²,,3,,3,,10,",  Álvarez, Santa Fe"
USD 540.000,505m²,220m²,,2,,3,,3,",  Nordelta, Tigre"
USD 225.000,176m²,115m²,4,,,3,1,1,",  Villa Luro, Capital Federal"
USD 180.000,300m²,125m²,6,,,5,,25,",  Paso del Rey, Moreno"
USD 124.990,730m²,110m²,3,2,1,2,,40,",  Abasto, La Plata"
USD 370.000,,130m²,6,,1,3,1,35,",  Olivos, Vicente López"
USD 980.000,1500m²,,5,4,,4,,1,",  Highland Park, Pilar"
USD 1.077.000,740m²,427m²,,3,,5,,,",  San Fernando, San Fernando"
USD 540.000,240m²,240m²,10,3,1,4,1,A estrenar,",  Castaños, Nordelta"
USD 140.000,213m²,127m²,,2,1,4,,36,",  Carapachay, Vicente López"
USD 224.000,218m²,170m²,,,,0,,,",  Pilar, Pilar"
USD 2.300.000,980m²,925m²,,4,1,5,,,",  San Eliseo, Presidente Perón"
Consultar precio,465m²,210m²,4,,,3,,40,",  Villa Lugano, Capital Federal"
USD 220.000,160m²,160m²,,3,,3,,,",  San Matías, Escobar"
USD 330.000,1165m²,265m²,4,3,,3,1,1,",  San Matías, Escobar"
USD 60.000,340m²,55m²,3,,1,2,,8,",  Pilar, Pilar"
USD 2.000.000,500m²,500m²,10,5,,4,1,3,",  El Yacht, Nordelta"
USD 420.000,260m²,260m²,,3,,5,,7,",  Santa Catalina, Villanueva"
USD 280.000,670m²,430m²,6,5,1,4,1,15,",  Maschwitz Country Club, Escobar"
USD 210.000,186m²,160m²,,3,,3,,,",  San Matías, Escobar"
USD 385.000,1280m²,297m²,10,3,,4,1,10,",  San Francisco (Pilar), Pilar"
USD 160.000,253m²,128m²,4,,,2,1,30,",  San Antonio De Padua, Merlo"
USD 148.000,115m²,115m²,,2,1,3,,,",  Pilar del Este, Pilar"
USD 220.000,181m²,181m²,5,2,,3,1,1,",  Adrogué, Almirante Brown"
USD 148.000,115m²,115m²,,2,1,3,,,",  Pilar del Este, Pilar"
USD 400.000,266m²,242m²,4,4,,3,1,36,",  Caseros, Tres de Febrero"
USD 550.000,763m²,237m²,6,3,,5,,,",  Altos del Sol, Ituzaingó"
USD 160.000,223m²,185m²,4,2,1,3,,52,",  Caseros, Tres de Febrero"
USD 350.000,857m²,221m²,,4,,3,,1,",  San Gabriel, Villanueva"
USD 410.000,150m²,120m²,,,1,2,,3,",  Nordelta, Tigre"
USD 600.000,1350m²,300m²,4,2,,3,1,9,",  La Celina, Escobar"
USD 355.000,700m²,220m²,8,3,,4,1,20,",  Senderos 2, Pilar"
USD 290.000,,200m²,4,5,,3,,20,",  Ramos Mejía, La Matanza"
USD 1.600.000,598m²,445m²,,2,,3,,,",  Albanueva, Rincón de Milberg"
USD 1.200.000,840m²,350m²,8,8,,6,1,3,",  Esteban Echeverría, GBA Sur"
USD 84.900,124m²,115m²,3,,1,2,,42,",  Moreno, Moreno"
USD 279.000,106m²,100m²,3,2,,2,,4,",  San Isidro, San Isidro"
USD 130.000,136m²,110m²,5,2,1,3,1,20,",  City Bell, La Plata"
Consultar precio,214m²,182m²,9,2,1,3,1,40,",  Rosario, Santa Fe"
USD 113.599,84m²,84m²,,,1,,,,",  San Miguel del Monte, San Miguel del Monte"
USD 400.000,,193m²,,2,,4,,,",  San Isidro Labrador, Villanueva"
